"date";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss";"???"
"28.04.2020 09:00";"9.6";"751.0";"754.2";"0.4";"67";"Wind blowing from the north-northwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"3.8";"";"";"";"";"";"";
"28.04.2020 08:00";"8.3";"750.9";"754.0";"0.5";"81";"Wind blowing from the north-northwest";"4";"";"";"10%  or less, but not 0";"No significant weather observed. ";"Showers or intermittent precipitation.";"Rain.";"7.0";"12.9";"";"";"300-600";"";"";"27.0";"5.2";"Trace of precipitation";"12";"";"";"";"";
"28.04.2020 07:00";"7.5";"750.7";"753.8";"0.6";"90";"Wind blowing from the north-west";"3";"";"";"40%.";" ";"";"";"";"";"";"";"300-600";"";"";"30.0";"5.9";"";"";"";"";"";"";
"28.04.2020 06:00";"7.4";"750.6";"753.7";"0.5";"90";"Wind blowing from the north-northwest";"3";"";"";"100%.";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"300-600";"";"";"35.0";"5.8";"";"";"";"";"";"";
"28.04.2020 05:00";"7.5";"750.4";"753.4";"0.2";"92";"Wind blowing from the north-northwest";"4";"";"";"100%.";"No significant weather observed. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"200-300";"";"";"11.0";"6.3";"";"";"";"";"";"";
"28.04.2020 04:00";"8.3";"750.1";"753.2";"-0.2";"93";"Wind blowing from the north-northwest";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"200-300";"";"";"12.0";"7.2";"";"";"";"";"";"";
"28.04.2020 03:00";"8.6";"750.1";"753.3";"-0.6";"95";"Wind blowing from the north-northwest";"3";"";"";"90  or more, but not 100%";"Mist. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"100-200";"";"";"4.3";"7.9";"";"";"";"";"";"";
"28.04.2020 02:00";"8.7";"750.2";"753.3";"-0.5";"95";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";"Drizzle, not freezing, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"1500-2000";"";"";"3.9";"7.9";"Trace of precipitation";"6";"";"";"";"";
"28.04.2020 01:00";"8.9";"750.3";"753.4";"-0.5";"91";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";"Rain (not freezing). ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"2000-2500";"";"";"6.0";"7.5";"";"";"";"";"";"";
"28.04.2020 00:00";"9.3";"750.7";"753.7";"-0.3";"87";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"2500 or more, or no clouds.";"";"";"9.0";"7.3";"";"";"";"";"";"";
"27.04.2020 23:00";"9.9";"750.7";"753.8";"-0.3";"84";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"1500-2000";"";"";"10.0";"7.3";"";"";"";"";"";"";
"27.04.2020 22:00";"10.3";"750.8";"754.0";"-0.2";"84";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";"Rain (not freezing). ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"1500-2000";"";"";"11.0";"7.7";"";"";"";"";"";"";
"27.04.2020 21:00";"10.7";"751.0";"754.0";"-0.2";"79";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"14.0";"7.2";"";"";"";"";"";"";
"27.04.2020 20:00";"12.9";"751.0";"754.0";"-0.5";"66";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"8.3";"14.8";"";"";"1500-2000";"";"";"23.0";"6.6";"";"";"";"";"";"";
"27.04.2020 19:00";"14.4";"751.0";"754.0";"-0.8";"59";"Wind blowing from the south-southwest";"4";"";"";"60%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"24.0";"6.4";"";"";"";"";"";"";
"27.04.2020 18:00";"14.8";"751.2";"754.3";"-0.8";"55";"Wind blowing from the south-southwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"23.0";"5.9";"";"";"";"";"";"";
"27.04.2020 17:00";"13.8";"751.5";"754.6";"-1.0";"58";"Wind blowing from the south";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"28.0";"5.6";"";"";"";"";"";"";
"27.04.2020 16:00";"14.0";"751.8";"754.9";"-1.0";"53";"Wind blowing from the south";"6";"";"";"60%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"4.4";"";"";"";"";"";"";
"27.04.2020 15:00";"14.2";"752.0";"755.1";"-1.1";"52";"Wind blowing from the south-southwest";"6";"";"";"40%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"30.0";"4.5";"";"";"";"";"";"";
"27.04.2020 14:00";"13.0";"752.5";"755.5";"-0.7";"58";"Wind blowing from the south-southwest";"5";"";"";"60%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"27.0";"4.9";"";"";"";"";"";"";
"27.04.2020 13:00";"10.9";"752.8";"756.0";"-0.8";"65";"Wind blowing from the south-southwest";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"24.0";"4.6";"";"";"";"";"";"";
"27.04.2020 12:00";"11.3";"753.1";"756.2";"-0.4";"67";"Wind blowing from the south-southwest";"5";"";"";"60%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"15.0";"5.3";"";"";"";"";"";"";
"27.04.2020 11:00";"10.7";"753.2";"756.4";"-0.4";"67";"Wind blowing from the south-west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"27.0";"4.7";"";"";"";"";"";"";
"27.04.2020 10:00";"9.3";"753.6";"756.7";"0.0";"71";"Wind blowing from the south-west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"4.2";"";"";"";"";"";"";
"27.04.2020 09:00";"9.3";"753.5";"756.7";"-0.3";"70";"Wind blowing from the south-southwest";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"4.1";"";"";"";"";"";"";
"27.04.2020 08:00";"8.6";"753.6";"756.7";"-0.5";"72";"Wind blowing from the south-southwest";"5";"";"";"60%.";" ";"";"";"3.8";"8.8";"";"";"600-1000";"";"";"45.0";"3.8";"";"";"";"";"";"";
"27.04.2020 07:00";"5.8";"753.6";"756.8";"-0.7";"87";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"3.7";"";"";"";"";"";"";
"27.04.2020 06:00";"5.0";"753.8";"757.0";"-0.5";"85";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"2.6";"";"";"";"";"";"";
"27.04.2020 05:00";"4.6";"754.1";"757.3";"-0.4";"83";"Wind blowing from the south-southwest";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"45.0";"1.9";"";"";"";"";"";"";
"27.04.2020 04:00";"4.4";"754.3";"757.5";"-0.4";"84";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"1.9";"";"";"";"";"";"";
"27.04.2020 03:00";"5.5";"754.3";"757.5";"-0.3";"80";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"2.3";"";"";"";"";"";"";
"27.04.2020 02:00";"5.3";"754.5";"757.6";"-0.2";"79";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"1.9";"";"";"";"";"";"";
"27.04.2020 01:00";"6.2";"754.7";"757.9";"-0.1";"73";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"1.6";"";"";"";"";"";"";
"27.04.2020 00:00";"7.7";"754.6";"757.8";"0.0";"67";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"1.8";"";"";"";"";"";"";
"26.04.2020 23:00";"7.7";"754.7";"757.9";"0.1";"66";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"50.0";"1.7";"";"";"";"";"";"";
"26.04.2020 22:00";"8.0";"754.8";"757.9";"0.3";"66";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"50.0";"1.9";"";"";"";"";"";"";
"26.04.2020 21:00";"8.2";"754.6";"757.8";"0.0";"68";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"50.0";"2.6";"";"";"";"";"";"";
"26.04.2020 20:00";"8.6";"754.6";"757.8";"-0.3";"65";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"7.0";"10.8";"";"";"1000-1500";"";"";"50.0";"2.3";"";"";"";"";"";"";
"26.04.2020 19:00";"9.1";"754.5";"757.6";"-0.6";"61";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"45.0";"1.8";"";"";"";"";"";"";
"26.04.2020 18:00";"9.5";"754.6";"757.8";"-0.6";"57";"Wind blowing from the west-southwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"40.0";"1.4";"";"";"";"";"";"";
"26.04.2020 17:00";"9.6";"754.9";"758.0";"-0.3";"55";"Wind blowing from the west-southwest";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"0.8";"";"";"";"";"";"";
"26.04.2020 16:00";"9.9";"755.1";"758.2";"-0.2";"57";"Wind blowing from the west-southwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"1.6";"";"";"";"";"";"";
"26.04.2020 15:00";"9.1";"755.2";"758.3";"-0.2";"61";"Wind blowing from the west-southwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"1.8";"";"";"";"";"";"";
"26.04.2020 14:00";"8.9";"755.2";"758.4";"-0.2";"64";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"2.4";"";"";"";"";"";"";
"26.04.2020 13:00";"8.7";"755.3";"758.5";"0.1";"63";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"2.0";"";"";"";"";"";"";
"26.04.2020 12:00";"8.2";"755.4";"758.5";"0.5";"63";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"40.0";"1.6";"";"";"";"";"";"";
"26.04.2020 11:00";"8.7";"755.4";"758.5";"0.4";"64";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"2.1";"";"";"";"";"";"";
"26.04.2020 10:00";"8.7";"755.2";"758.3";"0.2";"61";"Wind blowing from the west";"4";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"1.5";"";"";"";"";"";"";
"26.04.2020 09:00";"7.8";"754.9";"758.1";"0.0";"68";"Wind blowing from the west";"4";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"40.0";"2.1";"";"";"";"";"";"";
"26.04.2020 08:00";"7.2";"755.0";"758.2";"0.0";"81";"Wind blowing from the west";"4";"";"";"no clouds";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"2.5";"9.3";"";"";"";"";"";"26.0";"4.2";"";"";"";"";"";"";
"26.04.2020 07:00";"4.8";"755.0";"758.2";"-0.1";"97";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"300-600";"";"";"12.0";"4.3";"";"";"";"";"";"";
"26.04.2020 06:00";"4.0";"754.9";"758.0";"-0.3";"97";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"200-300";"";"";"10.0";"3.5";"";"";"";"";"";"";
"26.04.2020 05:00";"4.4";"755.0";"758.2";"0.0";"96";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"11.0";"3.8";"";"";"";"";"";"";
"26.04.2020 04:00";"4.6";"755.1";"758.3";"-0.1";"95";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1500-2000";"";"";"14.0";"3.8";"";"";"";"";"";"";
"26.04.2020 03:00";"4.2";"755.2";"758.3";"0.0";"90";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"30.0";"2.7";"";"";"";"";"";"";
"26.04.2020 02:00";"3.8";"755.0";"758.2";"-0.2";"88";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"40.0";"2.0";"";"";"";"";"";"";
"26.04.2020 01:00";"5.6";"755.2";"758.4";"0.0";"87";"Wind blowing from the east";"1";"";"";"40%.";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"1500-2000";"";"";"29.0";"3.5";"";"";"";"";"";"";
"26.04.2020 00:00";"8.0";"755.2";"758.3";"0.0";"71";"Wind blowing from the north-northeast";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"11.0";"3.1";"";"";"";"";"";"";
"25.04.2020 23:00";"8.4";"755.2";"758.3";"0.2";"73";"Wind blowing from the north-northeast";"1";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"17.0";"3.8";"";"";"";"";"";"";
"25.04.2020 22:00";"7.4";"755.2";"758.4";"0.2";"77";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"3.5";"";"";"";"";"";"";
"25.04.2020 21:00";"7.8";"755.2";"758.3";"0.0";"65";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"45.0";"1.6";"";"";"";"";"";"";
"25.04.2020 20:00";"9.2";"755.0";"758.2";"-0.4";"56";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"8.2";"14.1";"";"";"2000-2500";"";"";"45.0";"0.8";"";"";"";"";"";"";
"25.04.2020 19:00";"10.3";"755.0";"758.2";"-0.5";"50";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"50.0";"0.2";"";"";"";"";"";"";
"25.04.2020 18:00";"11.5";"755.2";"758.3";"-0.7";"42";"Wind blowing from the west-northwest";"4";"";"";"60%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"50.0";"-1.0";"";"";"";"";"";"";
"25.04.2020 17:00";"13.2";"755.4";"758.5";"-0.6";"37";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-1.4";"";"";"";"";"";"";
"25.04.2020 16:00";"13.8";"755.5";"758.6";"-0.4";"38";"Wind blowing from the north-northwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"-0.2";"";"";"";"";"";"";
"25.04.2020 15:00";"13.2";"755.9";"759.0";"0.0";"35";"Wind blowing from the north-northwest";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"-2.2";"";"";"";"";"";"";
"25.04.2020 14:00";"13.0";"756.0";"759.1";"0.2";"30";"Wind blowing from the north";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1500-2000";"";"";"30.0";"-4.5";"";"";"";"";"";"";
"25.04.2020 13:00";"12.8";"755.9";"759.1";"0.5";"40";"Wind blowing from the north";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"-0.7";"";"";"";"";"";"";
"25.04.2020 12:00";"12.1";"755.9";"759.0";"0.7";"48";"Wind blowing from the north-northwest";"5";"";"";"40%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"40.0";"1.3";"";"";"";"";"";"";
"25.04.2020 11:00";"12.9";"755.8";"758.8";"";"50";"Wind blowing from the north";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"40.0";"2.5";"";"";"";"";"";"";
"25.04.2020 10:00";"11.8";"755.4";"758.5";"0.8";"62";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"40.0";"4.8";"";"";"";"";"";"";
"25.04.2020 09:00";"10.6";"755.2";"758.3";"0.9";"79";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"27.0";"7.0";"";"";"";"";"";"";
"25.04.2020 08:00";"8.2";"755.0";"758.2";"0.7";"88";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"3.1";"12.6";"";"";"";"";"";"28.0";"6.3";"";"";"";"";"";"";
"25.04.2020 07:00";"5.2";"754.6";"757.8";"0.7";"96";"Wind blowing from the north-west";"1";"";"";"no clouds";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"14.0";"4.6";"";"";"";"";"";"";
"25.04.2020 06:00";"5.4";"754.3";"757.6";"0.8";"97";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"17.0";"4.9";"";"";"";"";"";"";
"25.04.2020 05:00";"4.5";"754.3";"757.4";"1.1";"95";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"18.0";"3.8";"";"";"";"";"";"";
"25.04.2020 04:00";"4.2";"753.9";"757.0";"1.7";"93";"Wind blowing from the west-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"13.0";"3.2";"";"";"";"";"";"";
"25.04.2020 03:00";"6.4";"753.5";"756.7";"1.9";"90";"Wind blowing from the north-northwest";"2";"";"";"40%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"4.8";"";"";"";"";"";"";
"25.04.2020 02:00";"6.8";"753.2";"756.4";"2.2";"85";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"50.0";"4.5";"";"";"";"";"";"";
"25.04.2020 01:00";"8.0";"752.2";"755.2";"1.3";"82";"Wind blowing from the east-northeast";"7";"";"";"40%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"25.0";"5.0";"";"";"";"";"";"";
"25.04.2020 00:00";"9.8";"751.6";"754.7";"0.9";"67";"Wind blowing from the north-northeast";"9";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"27.0";"4.0";"";"";"";"";"";"";
"24.04.2020 23:00";"8.4";"751.0";"754.0";"0.5";"82";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"45.0";"5.5";"";"";"";"";"";"";
"24.04.2020 22:00";"9.1";"750.9";"754.0";"0.2";"75";"Wind blowing from the north-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"45.0";"4.9";"";"";"";"";"";"";
"24.04.2020 21:00";"10.9";"750.7";"753.8";"-0.4";"72";"Wind blowing from the north-northwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1500-2000";"";"";"24.0";"6.1";"";"";"";"";"";"";
"24.04.2020 20:00";"12.6";"750.5";"753.6";"-0.9";"60";"Wind blowing from the west-northwest";"4";"";"";"40%.";" ";"";"";"7.5";"14.3";"";"";"1500-2000";"";"";"27.0";"5.0";"";"";"";"";"";"";
"24.04.2020 19:00";"13.4";"750.7";"753.8";"-1.0";"58";"Wind blowing from the west-northwest";"6";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"23.0";"5.2";"";"";"";"";"";"";
"24.04.2020 18:00";"14.1";"751.1";"754.2";"-1.1";"56";"Wind blowing from the west-northwest";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"26.0";"5.3";"";"";"";"";"";"";
"24.04.2020 17:00";"13.5";"751.4";"754.5";"-1.1";"58";"Wind blowing from the west-northwest";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"20.0";"5.3";"";"";"";"";"";"";
"24.04.2020 16:00";"13.1";"751.7";"754.8";"-1.2";"56";"Wind blowing from the north-west";"6";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"25.0";"4.5";"";"";"";"";"";"";
"24.04.2020 15:00";"13.3";"752.2";"755.2";"-0.9";"53";"Wind blowing from the north-west";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"22.0";"3.8";"";"";"";"";"";"";
"24.04.2020 14:00";"12.3";"752.5";"755.6";"-0.8";"63";"Wind blowing from the north-west";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"20.0";"5.3";"";"";"";"";"";"";
"24.04.2020 13:00";"11.5";"752.9";"756.0";"-0.7";"66";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"21.0";"5.4";"";"";"";"";"";"";
"24.04.2020 12:00";"10.1";"753.1";"756.2";"";"70";"Wind blowing from the north-west";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"300-600";"";"";"25.0";"4.8";"No precipitation";"1";"";"";"";"";
"24.04.2020 11:00";"9.1";"753.3";"756.4";"-0.6";"78";"Wind blowing from the west-northwest";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"300-600";"";"";"18.0";"5.4";"";"";"";"";"";"";
"24.04.2020 10:00";"7.9";"753.6";"756.7";"-0.7";"83";"Wind blowing from the north-west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"200-300";"";"";"19.0";"5.2";"";"";"";"";"";"";
"24.04.2020 09:00";"9.6";"753.7";"756.7";"-1.0";"75";"Wind blowing from the west-northwest";"6";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"24.0";"5.4";"";"";"";"";"";"";
"24.04.2020 08:00";"9.1";"753.9";"757.0";"-1.6";"73";"Wind blowing from the west-northwest";"5";"";"";"no clouds";" ";"";"";"4.8";"13.9";"";"";"";"";"";"30.0";"4.4";"";"";"";"";"";"";
"24.04.2020 07:00";"6.3";"754.3";"757.4";"-1.8";"81";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"3.3";"";"";"";"";"";"";
"24.04.2020 06:00";"5.6";"754.7";"757.9";"-2.2";"84";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"27.0";"3.1";"";"";"";"";"";"";
"24.04.2020 05:00";"5.8";"755.5";"758.6";"-2.1";"87";"Wind blowing from the west-southwest";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"22.0";"3.8";"";"";"";"";"";"";
"24.04.2020 04:00";"6.8";"756.1";"759.3";"-2.1";"86";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"26.0";"4.6";"";"";"";"";"";"";
"24.04.2020 03:00";"7.4";"756.9";"760.1";"-1.8";"84";"Wind blowing from the west-southwest";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"21.0";"4.8";"";"";"";"";"";"";
"24.04.2020 02:00";"7.5";"757.6";"760.7";"-1.7";"81";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"2500 or more, or no clouds.";"";"";"27.0";"4.4";"";"";"";"";"";"";
